code;description;description[el];description[en];lat;lon
30638;1st Stop Kalepeia;1η Στάση Καλέπεια;1st Stop Kalepeia;34,8455152897428;32,4988582365173
2689;Troodos Camping Site 2;Κατασκηνωτικός Χώρος Τροόδους 2;Troodos Camping Site 2;34,9317094187279;32,8847772168075
30282;Archiep. Makariou C` - Agias Marinas;Αρχιεπ. Μακαρίου Γ` - Αγίας Μαρίνας;Archiep. Makariou C` - Agias Marinas;34,7908630449276;32,486684236926
21855;Kyriakou Matsi Ave. - Granikou;Λεωφ. Κυριάκου Μάτση - Γρανικού;Kyriakou Matsi Ave. - Granikou;34,9392624231702;33,6021159876574
31942;Amargeti (Transfer);Αμαργέτη (Μετεπιβίβαση);Amargeti (Transfer);34,8251561856456;32,5884985558725
1370;Lykavitou Ave.;Λεωφόρος Λυκαβητού -;Lykavitou Ave.;35,1466381635678;33,31052145137
3055;Akadimias - Arachovas;Ακαδημίας - Αράχωβας;Akadimias - Arachovas;35,1231995617353;33,3045607787214
20339;Konstantinoupoleos - Agiou Kyriakou 2;Κωνσταντινουπόλεως - Αγίου Κυριάκου 2;Konstantinoupoleos - Agiou Kyriakou 2;34,7309371499078;33,335785437035
20381;Lemesou Ave. - Charilaou Trikoupi 2;Λεωφ. Λεμεσού - Χαριλάου Τρικούπη 2;Lemesou Ave. - Charilaou Trikoupi 2;34,9083162703107;33,5795485625504
109;Stadiou - Alexandrou Panagouli;Σταδίου - Αλεξάνδρου Παναγούλη;Stadiou - Alexandrou Panagouli;35,1401141831134;33,3052165462797
10657;Andrea Araouzou - Androgeo;Ανδρέα Αραούζου - Ανδρόγεω;Andrea Araouzou - Androgeo;34,6749839484319;32,9943347415196
2066;Chalkanoros;Χαλκάνορος;Chalkanoros;35,0189912575109;33,4181261285799
4040;5th Agios Epifanios;5η Αγίου Επιφανίου;5th Agios Epifanios;34,9957426887352;33,1328016320445
2322;Archiep. Makariou C´ Ave. - 2nd Klirou 2;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - 2η Κλήρου 2;Archiep. Makariou C´ Ave. - 2nd Klirou 2;35,0275156501137;33,1784345010809
10028;Vasileos Georgiou A´ - Profiti Ilia;Βασιλέως Γεωργίου Α´ - Προφήτη Ηλία;Vasileos Georgiou A´ - Profiti Ilia;34,698879180217;33,0967738086477
40342;Paralimni - Agia Napa Road - 8th Stop;Δρόμος Παραλίμνι - Αγία Νάπα - 8η Στάση;Paralimni - Agia Napa Road - 8th Stop;35,0133850234095;33,9908990077119
40059;Anastasi Manoli - Grigori Afxentiou;Αναστάση Μανώλη - Γρηγόρη Αυξεντίου;Anastasi Manoli - Grigori Afxentiou;34,9773969418629;33,8404117921819
21166;Oroklini Lake 2;Λίμνη Ορόκλινης 2;Oroklini Lake 2;34,9685441903461;33,6572878144671
659;Prigipos Karolou - Vasileos Tefkrou;Πρίγκηπος Καρόλου - Βασιλέως Τεύκρου;Prigipos Karolou - Vasileos Tefkrou;35,1690377696294;33,3403658416335
2410;Lagoudera;Λαγουδερά;Lagoudera;34,9640373120959;33,0103624036131
10858;Prophitis Ilias Church 2;Εκκλησία Προφήτη Ηλία 2;Prophitis Ilias Church 2;34,7019012613643;33,0953905826669
20017;Kalo Chorio Cemetery 1;Κοιμητήριο Καλού Χωριού 1;Kalo Chorio Cemetery 1;34,9263045454833;33,5407413864499
30022;Salaminos - Stadiou;Σαλαμίνος - Σταδίου;Salaminos - Stadiou;34,7349609774868;32,5171788943611
89;Ave. Kyriakou Matsi - Dimokratias Avenue;Λεωφ. Κυριάκου Μάτση - Λεωφόρος Δημοκρατίας;Ave. Kyriakou Matsi - Dimokratias Avenue;35,1685531625958;33,326417687976
5071;Leoforos Ammochostou - Palaion;Leoforos Ammochostou - Palaion;Leoforos Ammochostou - Palaion;35,1582332489525;33,3972950479646
467;Ave. Giannou Kranidioti - Michail Karaoli;Λεωφ. Γιάννου Κρανιδιώτη - Μιχαήλ Καραολή;Ave. Giannou Kranidioti - Michail Karaoli;35,0963240129696;33,3795607991512
30773;1st Stop Kathikas 1;1η Στάση Κάθηκα 1;1st Stop Kathikas 1;34,9132666274406;32,4261090737599
883;Makedonitissis - Amazonon;Μακεδονιτίσσης - Αμαζόνων;Makedonitissis - Amazonon;35,1468919643742;33,3271545442767
10136;Pafou - Fountain;Πάφου - Συντριβάνι;Pafou - Fountain;34,6741016756379;32,9208400496814
21960;Larnaca Station;Σταθμός Λάρνακας;Larnaca Station;34,9189983906003;33,6378545284118
21124;Pavlou Valdaseridi - Kleov. Papakyriakou;Παύλου Βαλδασερίδη - Κλεοβ. Παπακυριάκου;Pavlou Valdaseridi - Kleov. Papakyriakou;34,9285629976409;33,6332204928081
21370;Tefkrou Anthia - Pentadaktylou;Τεύκρου Ανθία - Πενταδακτύλου;Tefkrou Anthia - Pentadaktylou;34,9503834135147;33,6248129272042
31520;Argaka Seaside Road - 5th Stop;Παραλιακός Δρόμος Αργάκας - 5η Στάση;Argaka Seaside Road - 5th Stop;35,0684724809922;32,4717799497226
10166;Ilia Venezi - Archiep. Makariou C´ 2;Ηλία Βενέζη - Αρχιεπ. Μακαρίου Γ´ 2;Ilia Venezi - Archiep. Makariou C´ 2;34,6895761760948;32,9561001920638
422;Archiep. Makariou III Ave. - Iras;Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ -  Ήρας;Archiep. Makariou III Ave. - Iras;35,1656621977647;33,3631918662444
21942;Archiep. Makariou C´ Ave. - 9 Iouliou;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - 9 Ιουλίου;Archiep. Makariou C´ Ave. - 9 Iouliou;35,0632624320364;33,5400747035483
31101;Agion Anargyron - Sotiraki Markidi;Αγίων Αναργύρων - Σωτηράκη Μαρκίδη;Agion Anargyron - Sotiraki Markidi;34,7608265783401;32,4206536297348
3070;Nicosia General Hospital - Intercity;Γενικό Νοσοκομείο Λευκωσίας - Intercity;Nicosia General Hospital - Intercity;35,1265734070068;33,374838920964
31514;3rd Stop Gialia;3η Στάση Γιαλιά;3rd Stop Gialia;35,106618881986;32,5047047443402
20429;Lefkosias Ave. - Grigori Afxentiou 2;Λεωφ. Λευκωσίας - Γρηγόρη Αυξεντίου 2;Lefkosias Ave. - Grigori Afxentiou 2;34,9450166553311;33,4618291160686
2473;Michalaki Karaoli - Kythreas 1;Μιχαλάκη Καραολή - Κυθρέας 1;Michalaki Karaoli - Kythreas 1;35,036431909922;33,2552096224333
11735;1st Lemithou 2;1η Λεμίθου 2;1st Lemithou 2;34,9510902069485;32,8138128407625
21609;Chrysoupoleos - Anafis;Χρυσουπόλεως - Ανάφης;Chrysoupoleos - Anafis;34,9127634305571;33,5941610866996
21349;Oil and Gas Storages 2;Διυλιστήρια 2;Oil and Gas Storages 2;34,9502605428027;33,648259901138
20566;Georg. Griva Digeni Ave. - 3rd Stop;Λεωφ. Γεώργ. Γρίβα Διγενή - 3η Στάση;Georg. Griva Digeni Ave. - 3rd Stop;34,8406669882452;33,5047435930337
31952;Armou Post Office 1;Ταχυδρομείο Άρμου 1;Armou Post Office 1;34,7974597926297;32,4835715503916
30729;Kato Akourdaleia 1;Κάτω Ακουρδάλεια 1;Kato Akourdaleia 1;34,9525538573664;32,4511459300653
1315;Griva Digeni - Foinikoudon;Γρίβα Διγενή - Φοινικούδων;Griva Digeni - Foinikoudon;35,1105497889958;33,4266806533558
10734;Kokkinogias - Agiou Epiktitou 1;Κοκκινογιάς - Αγίου Επίκτητου 1;Kokkinogias - Agiou Epiktitou 1;34,7122634764516;33,0673692692294
347;Ave. Iosif Chr. Chatziiosif - Perikleous;Λεωφ. Ιωσήφ Χατζηιωσήφ - Περικλέους;Ave. Iosif Chr. Chatziiosif - Perikleous;35,1399150408078;33,3582035252057
10145;Kolossi Castle;Κάστρο Κολοσσίου;Kolossi Castle;34,6650740320009;32,9349064054231
40405;Agia Napa Harbour 1;Λιμανάκι Αγίας Νάπας 1;Agia Napa Harbour 1;34,9850286357056;34,0005491993082
5035;Stasinou - Agias Paraskevis;Στασίνου - Αγίας Παρασκευής;Stasinou - Agias Paraskevis;35,1563580493393;33,3716047677586
2806;Archiepiskopou Makariou C´ - Vyzantiou;Αρχιεπισκόπου Μακαρίου Γ´ - Βυζαντίου;Archiepiskopou Makariou C´ - Vyzantiou;35,1487336394206;33,1968792462699
11055;Omodos Elementary School 1;Δημοτικό Σχολείο Ομόδους 1;Omodos Elementary School 1;34,8478991442726;32,8061479797943
2716;Markou Drakou - 2nd Kalopanagioti;Μάρκου Δράκου - 2η Καλαπαναγιώτη;Markou Drakou - 2nd Kalopanagioti;34,9933848095149;32,8278526804189
21193;Akropoleos Ave. - Mesaorias Ave.;Λεωφ. Ακροπολεως - Λεωφ. Μεσαορίας;Akropoleos Ave. - Mesaorias Ave.;34,9724933979327;33,6738063131729
30083;Nikou Nikolaidi - Sotiraki Markidi;Νίκου Νικολαΐδη - Σωτηράκη Μαρκίδη;Nikou Nikolaidi - Sotiraki Markidi;34,7641778778132;32,4275908759958
40542;Achna Livestock Area 2;Κτηνοτροφική Περιοχή Άχνας 2;Achna Livestock Area 2;35,0359980939851;33,785373478131
10285;Spyrou Kyprianou Ave. - Sporadon;Λεωφ. Σπύρου Κυπριανού - Σποράδων;Spyrou Kyprianou Ave. - Sporadon;34,6960639557604;33,0312050344902
665;Larnakos - Stylianou Lena;Λάρνακος - Στυλιανού Λένα;Larnakos - Stylianou Lena;35,1703011496623;33,3765988545444
20437;Agia Anna Community Board;Κοινοτικό Συμβούλιο Αγίας Άννας;Agia Anna Community Board;34,9416356139;33,4803060723858
2652;Anexartisias - 1st Korakou;Ανεξαρτησίας - 1η Κοράκου;Anexartisias - 1st Korakou;35,0359813467745;32,888029729339
10040;Amathountos Ave. - Iras;Λεωφ. Αμαθούντος - Ήρας;Amathountos Ave. - Iras;34,7139626389631;33,1529353576537
11090;Distrato Pelendriou 2;Δίστρατο Πελενδρίου 2;Distrato Pelendriou 2;34,8602780564943;32,9137807561998
21490;Archiep. Makariou C´ Ave. - Kyriakou Matsi;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - Κυριάκου Μάτση;Archiep. Makariou C´ Ave. - Kyriakou Matsi;35,002151662198;33,6881751728983
564;Spyrou Kyprianou Ave. - Water Dev Department Tower;Λεωφόρος Σπύρου Κυπριανού - Πύργος Υδατοπρομήθειας;Spyrou Kyprianou Ave. - Water Dev Department Tower;35,1238462213217;33,3458519153358
20701;Panagias Astadiotissas - 13th Stop;Παναγίας Ασταδιώτισσας - 13η Στάση;Panagias Astadiotissas - 13th Stop;34,8005674972116;33,385994756581
30386;Tafoi Ton Vasileon - Morfou;Τάφοι των Βασιλέων - Μόρφου;Tafoi Ton Vasileon - Morfou;34,7767966220426;32,4075038316405
30614;Archiep. Makariou C` - Evag. Pallikaridi;Αρχιεπ. Μακαρίου Γ` - Ευαγ. Παλληκαρίδη;Archiep. Makariou C` - Evag. Pallikaridi;34,8856775569908;32,5072488453747
825;Ave. Athalassas - Ious;Λεωφ. Αθαλάσσας - Ηούς;Ave. Athalassas - Ious;35,1475090048999;33,3546249140549
11869;Alexandrou Ypsilanti - Christou Samara;Αλεξάνδρου Υψηλάντη - Χρίστου Σαμάρα;Alexandrou Ypsilanti - Christou Samara;34,698814165191;32,9678439934163
10834;Mouttagiaka Elementary School 1;Δημοτικό Σχολείο Μουτταγιάκας 1;Mouttagiaka Elementary School 1;34,722251153873;33,099673499251
11610;Apostolou Andreou - 3rd Pissouri 1;Αποστόλου Ανδρέου - 3η Πισσουρίου 1;Apostolou Andreou - 3rd Pissouri 1;34,6692501324013;32,7003409695005
21367;Agia Paraskevi Church 2;Εκκλησία Αγίας Παρασκευής 2;Agia Paraskevi Church 2;34,9559950664021;33,6260055375042
30065;Agiou Georgiou Ave. - 1st Stop;Λεωφ. Αγίου Γεωργίου - 1η Στάση;Agiou Georgiou Ave. - 1st Stop;34,8767677531893;32,3548999457731
30534;2nd Stop Praitori 1;2η Στάση Πραιτώρι 1;2nd Stop Praitori 1;34,8488084641866;32,7465086331167
40109;Ave. Nisi Ave. - Agias Mavris 1;Λεωφ. Νησί - Αγίας Μαύρης 1;Ave. Nisi Ave. - Agias Mavris 1;34,9880344627944;33,9880514914729
11248;Agios Theodoros Church - Monagroulli 2;Εκκλησία Αγίου Θεόδωρου - Μοναγρούλλι 2;Agios Theodoros Church - Monagroulli 2;34,748346969257;33,2133393729982
31841;Spyrou Kyprianou - Evagora Pallikaridi;Σπύρου Κυπριανού - Ευαγόρα Παλληκαρίδη;Spyrou Kyprianou - Evagora Pallikaridi;34,7357845365152;32,5365088350701
890;Archiepiskopou Kyprianou - Psaron;Αρχιεπισκόπου Κυπριανού - Ψαρών;Archiepiskopou Kyprianou - Psaron;35,1450888596164;33,3401343679148
1093;Agios Spiridonas Elem. School 1;Δημ. Σχολείο Αγίου Σπυρίδωνα 1;Agios Spiridonas Elem. School 1;35,129488563377;33,3498380893725
10678;Asias - Ilioupoleos 1;Ασίας - Ηλιουπόλεως 1;Asias - Ilioupoleos 1;34,6652348330977;33,0145052918553
31503;5th Stop Pomos;5η Στάση Πωμός;5th Stop Pomos;35,1670494683703;32,5479658832283
11668;1st Vouni;1η Βουνί;1st Vouni;34,8247310851315;32,8356404304067
40300;Protara - Kavo Gkreko Ave. - 1st Stop;Λεωφ. Πρωταρά - Κάβο Γκρέκο - 1η Στάση;Protara - Kavo Gkreko Ave. - 1st Stop;35,0400145567134;34,022115476965
5105;Ftelias - Idaliou;Φτελιας - Ιδαλίου;Ftelias - Idaliou;35,0795122554089;33,4057432775345
778;Ave. Archiep. Makariou C - Napoleontos;Λεωφ. Αρχιεπ. Μακαρίου Γ - Ναπολέοντος;Ave. Archiep. Makariou C - Napoleontos;35,1817587269407;33,3776181999064
10544;Kanakarias - Koutsoventi 2;Κανακαριάς - Κουτσοβέντη 2;Kanakarias - Koutsoventi 2;34,7158433029263;33,0144376752455
11776;Archiep. Makariou C' - Pafou;Αρχιεπ. Μακαρίου Γ' - Πάφου;Archiep. Makariou C' - Pafou;34,6741751549812;32,9229248612639
11214;Sotiri Tsangari - 5th Pelendri 2;Σωτήρη Τσαγγάρη - 5η Πελενδρίου 2;Sotiri Tsangari - 5th Pelendri 2;34,8981690365632;32,9666500885006
20309;Kiti - Mazotos Road - 1st Stop;Δρόμος Κίτι - Μαζωτός - 1η Στάση;Kiti - Mazotos Road - 1st Stop;34,8358216834969;33,5511186171717
200;Ave. Dimostheni Severi - Skyrou;Λεωφ. Δημοσθένη Σεβέρη - Σκύρου;Ave. Dimostheni Severi - Skyrou;35,165651279569;33,3547036531502
26017;Alpeon;Άλπεων;Alpeon;34,9045882481357;33,56504104236
30850;2nd Stop Nea Pentalia;2η Στάση Νέα Πενταλιά;2nd Stop Nea Pentalia;34,8356522416194;32,5964411272045
335;Nikis - Samou;Νίκης - Σάμου;Nikis - Samou;35,1597804274654;33,3580051114441
1387;Themistokli Dervi - Tefkrou;Θεμιστοκλή Δέρβη - Τεύκρου;Themistokli Dervi - Tefkrou;35,1648750131565;33,3580384168559
20457;Larnakos - 1st Pyrga Larnakas 2;Λάρνακος - 1η Πυργών Λαρνακας 2;Larnakos - 1st Pyrga Larnakas 2;34,9249019317723;33,4340602329599
2433;Grigori Afxentiou Ave. - Dimokratias 1;Λεωφ. Γρηγόρη Αυξεντίου - Δημοκρατίας 1;Grigori Afxentiou Ave. - Dimokratias 1;35,0319041862938;33,2556888785075
11677;2nd Dymes 2;2η Δύμες 2;2nd Dymes 2;34,9163069303609;32,9841479182865
21299;Voulas - Manou Chatzidaki;Βούλας - Μάνου Χατζηδάκη;Voulas - Manou Chatzidaki;34,9096441625378;33,5976852726067
30321;Eleftherias Ave. - Kato Lakkou;Λεωφ. Ελευθερίας - Κάτω Λάκκου;Eleftherias Ave. - Kato Lakkou;34,8894875403912;32,4802057026765
30718;4th Stop Giolou;4η Στάση Γιόλου;4th Stop Giolou;34,9213954957741;32,4769829172677
10531;Department of Road Transport 1;Τμήμα Οδικών Μεταφορών 1;Department of Road Transport 1;34,7092429394214;33,0058204762649
20697;1 Apriliou - 17th Stop;1 Απριλίου - 17η Στάση;1 Apriliou - 17th Stop;34,8047840122511;33,3843307743993
30345;Annabelle Hotel 2;Ξενοδοχείο Annabelle 2;Annabelle Hotel 2;34,7559877622616;32,4176390276514
30480;8th Stop Neo Chorio Pafou;8η Στάση Νέο Χωρίο Πάφου;8th Stop Neo Chorio Pafou;35,0246436518079;32,3618959671685
20450;Pyrga - Kornos Road 2;Δρόμος Πυργά - Κόρνος 2;Pyrga - Kornos Road 2;34,9261495389305;33,4124320265053
30232;Papakosta Leonidou - Alexandrou Papasavva;Παπακώστα Λεωνίδου - Αλεξάνδρου Παπασάββα;Papakosta Leonidou - Alexandrou Papasavva;34,8001970823266;32,407467635124
31523;Mariou Ave. - 1st Stop;Λεωφ. Μάριου - 1η Στάση;Mariou Ave. - 1st Stop;35,0617592261678;32,4625562582517
512;Ave. Archiep. Makariou C - Artemiou Fragkeskou;Λεωφ. Αρχιεπ. Μακαρίου Γ - Αρτεμίου Φραγκέσκου;Ave. Archiep. Makariou C - Artemiou Fragkeskou;35,1142375218471;33,3807412432467
31832;Georgiou Griva Digeni Ave. - Lemesos - Pafos Hwy;Λεωφ. Γεωργίου Γρίβα Διγενή - Ε.Ο. Λεμεσού - Πάφου;Georgiou Griva Digeni Ave. - Lemesos - Pafos Hwy;34,7353612399918;32,5226383248864
30113;Nikolaou Ellina - Dimitriou Zinieri;Νικολάου Έλληνα - Δημητρίου Ζινιέρη;Nikolaou Ellina - Dimitriou Zinieri;34,8092274800421;32,4232779972536
30428;Agiou Georgiou Ave. - 10th Stop;Λεωφ. Αγίου Γεωργίου - 10η Στάση;Agiou Georgiou Ave. - 10th Stop;34,8971837773478;32,3332885896569
427;Archiep. Makariou III Ave. - Karpenisiou;Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Καρπενησίου;Archiep. Makariou III Ave. - Karpenisiou;35,1614829573628;33,3676093064794
5048;Ippokratous - Trikomou;Ippokratous - Trikomou;Ippokratous - Trikomou;35,1128716433483;33,3198087647585
10691;Kosti Palama - Filopappou 2;Κωστή Παλαμά - Φιλοπάππου 2;Kosti Palama - Filopappou 2;34,6995966348956;33,0392754646528
10249;Spyrou Kyprianou Ave. - Eptanisou;Λεωφ. Σπύρου Κυπριανού - Επτανήσου;Spyrou Kyprianou Ave. - Eptanisou;34,6983302393291;33,0499097611408
10056;Amathountos Ave. - Poseidonia Hotel;Λεωφ. Αμαθούντος - Ξενοδοχείο Poseidonia;Amathountos Ave. - Poseidonia Hotel;34,7059852321227;33,1173440347264
30603;1st Stop Asprogia 1;1η Στάση Ασπρογιά 1;1st Stop Asprogia 1;34,9228654852783;32,6145173436492
30762;Tera;Τέρα;Tera;34,9654171835885;32,4229524120918
132;Ministry of Health 1;Υπουργείο Υγείας 1;Ministry of Health 1;35,1693560161352;33,348943572246
11656;Arsos Lemesou 1;Άρσος Λεμεσού 1;Arsos Lemesou 1;34,8403583453852;32,7688469820492
10588;Pera Kampou 1;Πέρα Κάμπου 1;Pera Kampou 1;34,6952013936854;32,9856969308525
10115;Mykinon 1;Μυκηνών 1;Mykinon 1;34,6714230803799;32,9076351477158
2872;Akaki Health Center 2;Κέντρο Υγείας Ακακίου 2;Akaki Health Center 2;35,1367854882343;33,1384748571126
